
     time  configs     <nwalker>    std.dev.nw           <r>         <r^2>     std.dev.r   std.dev.r^2
     1901    99840  0.100000E+01  0.000000E+00  0.243049E+01  0.186698E+06  0.136745E+01  0.340076E+03
     1996    99840  0.100000E+01  0.000000E+00  0.255669E+01  0.189150E+06  0.137640E+01  0.337321E+03
     2095    99840  0.100000E+01  0.000000E+00  0.277750E+01  0.191323E+06  0.138428E+01  0.334423E+03
     2199    99840  0.100000E+01  0.000000E+00  0.280627E+01  0.193413E+06  0.139182E+01  0.331757E+03
     2308    99840  0.100000E+01  0.000000E+00  0.281584E+01  0.195253E+06  0.139842E+01  0.329235E+03
     2423    99840  0.100000E+01  0.000000E+00  0.294124E+01  0.197113E+06  0.140506E+01  0.326620E+03
     2544    99840  0.100000E+01  0.000000E+00  0.275569E+01  0.198860E+06  0.141128E+01  0.324047E+03
     2671    99840  0.100000E+01  0.000000E+00  0.284149E+01  0.200151E+06  0.141585E+01  0.321758E+03
     2804    99840  0.100000E+01  0.000000E+00  0.303300E+01  0.201384E+06  0.142020E+01  0.319881E+03
     2944    99840  0.100000E+01  0.000000E+00  0.301240E+01  0.202442E+06  0.142393E+01  0.317557E+03
     3091    99840  0.100000E+01  0.000000E+00  0.294332E+01  0.203481E+06  0.142758E+01  0.315922E+03
     3245    99840  0.100000E+01  0.000000E+00  0.301806E+01  0.204327E+06  0.143054E+01  0.314807E+03
     3407    99840  0.100000E+01  0.000000E+00  0.293893E+01  0.204875E+06  0.143246E+01  0.313623E+03
     3577    99840  0.100000E+01  0.000000E+00  0.288034E+01  0.205416E+06  0.143435E+01  0.312685E+03
     3755    99840  0.100000E+01  0.000000E+00  0.267499E+01  0.205900E+06  0.143605E+01  0.311868E+03
     3942    99840  0.100000E+01  0.000000E+00  0.239421E+01  0.206181E+06  0.143703E+01  0.311227E+03
     4139    99840  0.100000E+01  0.000000E+00  0.241426E+01  0.206415E+06  0.143784E+01  0.310641E+03
     4345    99840  0.100000E+01  0.000000E+00  0.262451E+01  0.206712E+06  0.143888E+01  0.310107E+03
     4562    99840  0.100000E+01  0.000000E+00  0.244095E+01  0.206908E+06  0.143956E+01  0.309711E+03
     4790    99840  0.100000E+01  0.000000E+00  0.230259E+01  0.207264E+06  0.144080E+01  0.309076E+03
     5029    99840  0.100000E+01  0.000000E+00  0.203645E+01  0.207617E+06  0.144203E+01  0.308237E+03
     5280    99840  0.100000E+01  0.000000E+00  0.212150E+01  0.207765E+06  0.144254E+01  0.307913E+03
     5544    99840  0.100000E+01  0.000000E+00  0.228591E+01  0.207939E+06  0.144315E+01  0.307567E+03
     5821    99840  0.100000E+01  0.000000E+00  0.217735E+01  0.207961E+06  0.144322E+01  0.307516E+03
     6112    99840  0.100000E+01  0.000000E+00  0.180316E+01  0.208148E+06  0.144388E+01  0.306808E+03
     6417    99840  0.100000E+01  0.000000E+00  0.163967E+01  0.208133E+06  0.144383E+01  0.306817E+03
     6737    99840  0.100000E+01  0.000000E+00  0.170516E+01  0.208176E+06  0.144398E+01  0.307374E+03
     7073    99840  0.100000E+01  0.000000E+00  0.158446E+01  0.208123E+06  0.144379E+01  0.307316E+03
     7426    99840  0.100000E+01  0.000000E+00  0.152402E+01  0.208045E+06  0.144352E+01  0.307259E+03
     7797    99840  0.100000E+01  0.000000E+00  0.147712E+01  0.208298E+06  0.144440E+01  0.306490E+03
     8186    99840  0.100000E+01  0.000000E+00  0.156626E+01  0.208551E+06  0.144528E+01  0.306520E+03
     8595    99840  0.100000E+01  0.000000E+00  0.156532E+01  0.208554E+06  0.144529E+01  0.306612E+03
     9024    99840  0.100000E+01  0.000000E+00  0.164631E+01  0.208477E+06  0.144502E+01  0.306738E+03
     9475    99840  0.100000E+01  0.000000E+00  0.135659E+01  0.208585E+06  0.144540E+01  0.306518E+03
     9948    99840  0.100000E+01  0.000000E+00  0.145699E+01  0.208338E+06  0.144454E+01  0.307192E+03
    10445    99840  0.100000E+01  0.000000E+00  0.179261E+01  0.208041E+06  0.144351E+01  0.307073E+03
    10967    99840  0.100000E+01  0.000000E+00  0.216154E+01  0.208037E+06  0.144349E+01  0.307478E+03
    11515    99840  0.100000E+01  0.000000E+00  0.234584E+01  0.207671E+06  0.144221E+01  0.308047E+03
    12090    99840  0.100000E+01  0.000000E+00  0.231285E+01  0.207903E+06  0.144302E+01  0.307603E+03
    12694    99840  0.100000E+01  0.000000E+00  0.236869E+01  0.208055E+06  0.144355E+01  0.307397E+03
    13328    99840  0.100000E+01  0.000000E+00  0.218514E+01  0.208185E+06  0.144400E+01  0.307242E+03
    13994    99840  0.100000E+01  0.000000E+00  0.224904E+01  0.208232E+06  0.144416E+01  0.307087E+03
    14693    99840  0.100000E+01  0.000000E+00  0.270445E+01  0.208111E+06  0.144374E+01  0.307007E+03
    15427    99840  0.100000E+01  0.000000E+00  0.297936E+01  0.208189E+06  0.144400E+01  0.306931E+03
    16198    99840  0.100000E+01  0.000000E+00  0.276497E+01  0.208872E+06  0.144637E+01  0.306039E+03
    16384    99840  0.100000E+01  0.000000E+00  0.272152E+01  0.208868E+06  0.144636E+01  0.305925E+03
